keyword_id,target_customer_type,country_or_region,city,keyword_pattern,example_search_query,search_intent,keyword_intent_type,priority_level,keyword_status,used_recently,last_used_at,next_allowed_at,cooldown_days,blocked_reason,manual_review_required,discovery_quality_score,contactability_score,total_runs,total_leads_collected,ready_to_contact_count,contact_found_count,duplicate_count,news_only_count,no_contact_count,relevance_ratio,notes,last_updated,change_note
KW-0502,hotel group,Melbourne,,hotel group owner Melbourne,,"Generator: template=T2, risk=medium",Discovery,high,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0503,hotel F&B manager,Brisbane,,hotel F&B manager owner Brisbane,,"Generator: template=T2, risk=medium",Discovery,high,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0504,pub group,Perth,,pub group owner Perth,,"Generator: template=T2, risk=medium",Discovery,high,New,Yes,2026-05-28T14:30:22.326512,2026-06-11T14:30:22.326512,14,,,0.5,0.0,1,1,0,0,,,,,,,
KW-0505,catering company,Gold Coast,,catering company owner Gold Coast,,"Generator: template=T2, risk=medium",Discovery,high,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0506,event venue,Canberra,,event venue owner Canberra,,"Generator: template=T2, risk=medium",Discovery,high,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0507,restaurant fit-out company,SA,,restaurant fit-out company owner SA,,"Generator: template=T2, risk=medium",Discovery,high,New,Yes,2026-05-29T16:03:16.787411,2026-06-12T16:03:16.787411,14,,,0.0,0.0,1,0,0,0,,,,,,,
KW-0508,restaurant design company,Sunshine Coast,,restaurant design company owner Sunshine Coast,,"Generator: template=T2, risk=medium",Discovery,high,Paused,,,,14,,,,,0,0,0,0,,,,,,,
KW-0509,multi-location restaurant,Geelong,,multi-location restaurant owner Geelong,,"Generator: template=T2, risk=medium",Discovery,high,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0510,hospitality venue group,Townsville,,hospitality venue group owner Townsville,,"Generator: template=T2, risk=medium",Discovery,high,New,Yes,2026-05-29T16:04:05.475456,2026-06-12T16:04:05.475456,14,,,0.0,0.0,1,0,0,0,,,,,,,
KW-0511,hotel procurement manager,Cairns,,hotel procurement manager owner Cairns,,"Generator: template=T2, risk=medium",Discovery,high,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0512,new restaurant opening,Toowoomba,,new restaurant opening owner Toowoomba,,"Generator: template=T2, risk=medium",Discovery,high,New,Yes,2026-05-29T16:06:05.059046,2026-06-12T16:06:05.059046,14,,,0.0,0.0,1,0,0,0,,,,,,,
KW-0513,restaurant equipment supplier,Barossa Valley,,restaurant equipment supplier owner Barossa Valley,,"Generator: template=T2, risk=medium",Discovery,high,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0514,hotel FF&E supplier,Noosa,,hotel FF&E supplier owner Noosa,,"Generator: template=T2, risk=medium",Discovery,high,Paused,,,,14,,,,,0,0,0,0,,,,,,,
KW-0515,restaurant group,Australia,,group restaurant group head office Australia,,"Generator: template=T3, risk=low",Discovery,medium,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0516,restaurant owner,Sydney,,group restaurant owner head office Sydney,,"Generator: template=T3, risk=low",Discovery,medium,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0517,hotel group,Melbourne,,group hotel group head office Melbourne,,"Generator: template=T3, risk=low",Discovery,medium,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0518,hotel F&B manager,Brisbane,,group hotel F&B manager head office Brisbane,,"Generator: template=T3, risk=low",Discovery,medium,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0519,pub group,Perth,,group pub group head office Perth,,"Generator: template=T3, risk=low",Discovery,medium,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0520,catering company,Gold Coast,,group catering company head office Gold Coast,,"Generator: template=T3, risk=low",Discovery,medium,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0521,event venue,Canberra,,group event venue head office Canberra,,"Generator: template=T3, risk=low",Discovery,medium,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0522,restaurant fit-out company,SA,,group restaurant fit-out company head office SA,,"Generator: template=T3, risk=low",Discovery,medium,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0523,restaurant design company,Sunshine Coast,,group restaurant design company head office Sunshine Coast,,"Generator: template=T3, risk=low",Discovery,medium,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0524,multi-location restaurant,Geelong,,group multi-location restaurant head office Geelong,,"Generator: template=T3, risk=low",Discovery,medium,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0525,hospitality venue group,Townsville,,group hospitality venue group head office Townsville,,"Generator: template=T3, risk=low",Discovery,medium,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0526,hotel procurement manager,Cairns,,group hotel procurement manager head office Cairns,,"Generator: template=T3, risk=low",Discovery,medium,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0527,new restaurant opening,Toowoomba,,group new restaurant opening head office Toowoomba,,"Generator: template=T3, risk=low",Discovery,medium,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0528,restaurant equipment supplier,Barossa Valley,,group restaurant equipment supplier head office Barossa Valley,,"Generator: template=T3, risk=low",Discovery,medium,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0529,hotel FF&E supplier,Noosa,,group hotel FF&E supplier head office Noosa,,"Generator: template=T3, risk=low",Discovery,medium,Paused,,,,14,,,,,0,0,0,0,,,,,,,
KW-0530,restaurant group,Australia,,"""owner"" ""restaurant group"" Australia",,"Generator: template=T4, risk=medium",Discovery,high,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0531,restaurant owner,Sydney,,"""owner"" ""restaurant owner"" Sydney",,"Generator: template=T4, risk=medium",Discovery,high,New,Yes,2026-05-29T16:04:08.486282,2026-06-12T16:04:08.486282,14,,,0.0,0.0,1,0,0,0,,,,,,,
KW-0532,hotel group,Melbourne,,"""owner"" ""hotel group"" Melbourne",,"Generator: template=T4, risk=medium",Discovery,high,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0533,hotel F&B manager,Brisbane,,"""owner"" ""hotel F&B manager"" Brisbane",,"Generator: template=T4, risk=medium",Discovery,high,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0534,pub group,Perth,,"""owner"" ""pub group"" Perth",,"Generator: template=T4, risk=medium",Discovery,high,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0535,catering company,Gold Coast,,"""owner"" ""catering company"" Gold Coast",,"Generator: template=T4, risk=medium",Discovery,high,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0536,event venue,Canberra,,"""owner"" ""event venue"" Canberra",,"Generator: template=T4, risk=medium",Discovery,high,New,Yes,2026-05-29T16:06:39.577139,2026-06-12T16:06:39.577139,14,,,0.0,0.0,1,0,0,0,,,,,,,
KW-0537,restaurant fit-out company,SA,,"""owner"" ""restaurant fit-out company"" SA",,"Generator: template=T4, risk=medium",Discovery,high,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0538,restaurant design company,Sunshine Coast,,"""owner"" ""restaurant design company"" Sunshine Coast",,"Generator: template=T4, risk=medium",Discovery,high,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0539,multi-location restaurant,Geelong,,"""owner"" ""multi-location restaurant"" Geelong",,"Generator: template=T4, risk=medium",Discovery,high,New,Yes,2026-05-29T16:04:40.460534,2026-06-12T16:04:40.460534,14,,,0.0,0.0,1,0,0,0,,,,,,,
KW-0540,hospitality venue group,Townsville,,"""owner"" ""hospitality venue group"" Townsville",,"Generator: template=T4, risk=medium",Discovery,high,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0541,hotel procurement manager,Cairns,,"""owner"" ""hotel procurement manager"" Cairns",,"Generator: template=T4, risk=medium",Discovery,high,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0542,new restaurant opening,Toowoomba,,"""owner"" ""new restaurant opening"" Toowoomba",,"Generator: template=T4, risk=medium",Discovery,high,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0543,restaurant equipment supplier,Barossa Valley,,"""owner"" ""restaurant equipment supplier"" Barossa Valley",,"Generator: template=T4, risk=medium",Discovery,high,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0544,hotel FF&E supplier,Noosa,,"""owner"" ""hotel FF&E supplier"" Noosa",,"Generator: template=T4, risk=medium",Discovery,high,Paused,,,,14,,,,,0,0,0,0,,,,,,,
KW-0545,restaurant group,Australia,,site:.com.au restaurant group contact Australia,,"Generator: template=T5, risk=medium",Discovery,medium,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0546,restaurant owner,Sydney,,site:.com.au restaurant owner contact Sydney,,"Generator: template=T5, risk=medium",Discovery,medium,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0547,hotel group,Melbourne,,site:.com.au hotel group contact Melbourne,,"Generator: template=T5, risk=medium",Discovery,medium,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0548,hotel F&B manager,Brisbane,,site:.com.au hotel F&B manager contact Brisbane,,"Generator: template=T5, risk=medium",Discovery,medium,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0549,pub group,Perth,,site:.com.au pub group contact Perth,,"Generator: template=T5, risk=medium",Discovery,medium,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0550,catering company,Gold Coast,,site:.com.au catering company contact Gold Coast,,"Generator: template=T5, risk=medium",Discovery,medium,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0551,event venue,Canberra,,site:.com.au event venue contact Canberra,,"Generator: template=T5, risk=medium",Discovery,medium,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0552,restaurant fit-out company,SA,,site:.com.au restaurant fit-out company contact SA,,"Generator: template=T5, risk=medium",Discovery,medium,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0553,restaurant design company,Sunshine Coast,,site:.com.au restaurant design company contact Sunshine Coast,,"Generator: template=T5, risk=medium",Discovery,medium,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0554,multi-location restaurant,Geelong,,site:.com.au multi-location restaurant contact Geelong,,"Generator: template=T5, risk=medium",Discovery,medium,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0555,hospitality venue group,Townsville,,site:.com.au hospitality venue group contact Townsville,,"Generator: template=T5, risk=medium",Discovery,medium,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0556,hotel procurement manager,Cairns,,site:.com.au hotel procurement manager contact Cairns,,"Generator: template=T5, risk=medium",Discovery,medium,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0557,new restaurant opening,Toowoomba,,site:.com.au new restaurant opening contact Toowoomba,,"Generator: template=T5, risk=medium",Discovery,medium,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0558,restaurant equipment supplier,Barossa Valley,,site:.com.au restaurant equipment supplier contact Barossa Valley,,"Generator: template=T5, risk=medium",Discovery,medium,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0559,hotel FF&E supplier,Noosa,,site:.com.au hotel FF&E supplier contact Noosa,,"Generator: template=T5, risk=medium",Discovery,medium,Paused,,,,14,,,,,0,0,0,0,,,,,,,
KW-0560,restaurant group,Australia,,filetype:pdf restaurant group procurement Australia,,"Generator: template=T6, risk=low",Discovery,low,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0561,restaurant owner,Sydney,,filetype:pdf restaurant owner procurement Sydney,,"Generator: template=T6, risk=low",Discovery,low,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0562,hotel group,Melbourne,,filetype:pdf hotel group procurement Melbourne,,"Generator: template=T6, risk=low",Discovery,low,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0563,hotel F&B manager,Brisbane,,filetype:pdf hotel F&B manager procurement Brisbane,,"Generator: template=T6, risk=low",Discovery,low,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0564,pub group,Perth,,filetype:pdf pub group procurement Perth,,"Generator: template=T6, risk=low",Discovery,low,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0565,catering company,Gold Coast,,filetype:pdf catering company procurement Gold Coast,,"Generator: template=T6, risk=low",Discovery,low,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0566,event venue,Canberra,,filetype:pdf event venue procurement Canberra,,"Generator: template=T6, risk=low",Discovery,low,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0567,restaurant fit-out company,SA,,filetype:pdf restaurant fit-out company procurement SA,,"Generator: template=T6, risk=low",Discovery,low,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0568,restaurant design company,Sunshine Coast,,filetype:pdf restaurant design company procurement Sunshine Coast,,"Generator: template=T6, risk=low",Discovery,low,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0569,multi-location restaurant,Geelong,,filetype:pdf multi-location restaurant procurement Geelong,,"Generator: template=T6, risk=low",Discovery,low,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0570,hospitality venue group,Townsville,,filetype:pdf hospitality venue group procurement Townsville,,"Generator: template=T6, risk=low",Discovery,low,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0571,hotel procurement manager,Cairns,,filetype:pdf hotel procurement manager procurement Cairns,,"Generator: template=T6, risk=low",Discovery,low,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0572,new restaurant opening,Toowoomba,,filetype:pdf new restaurant opening procurement Toowoomba,,"Generator: template=T6, risk=low",Discovery,low,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0573,restaurant equipment supplier,Barossa Valley,,filetype:pdf restaurant equipment supplier procurement Barossa Valley,,"Generator: template=T6, risk=low",Discovery,low,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0574,hotel FF&E supplier,Noosa,,filetype:pdf hotel FF&E supplier procurement Noosa,,"Generator: template=T6, risk=low",Discovery,low,Paused,,,,14,,,,,0,0,0,0,,,,,,,
KW-0575,restaurant group,Australia,,"""new opening"" restaurant group Australia",,"Generator: template=T7, risk=medium",Discovery,high,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0576,restaurant owner,Sydney,,"""new opening"" restaurant owner Sydney",,"Generator: template=T7, risk=medium",Discovery,high,New,Yes,2026-05-29T16:03:53.649546,2026-06-12T16:03:53.649546,14,,,0.0,0.0,1,0,0,0,,,,,,,
KW-0577,hotel group,Melbourne,,"""new opening"" hotel group Melbourne",,"Generator: template=T7, risk=medium",Discovery,high,New,Yes,2026-05-29T16:05:01.297490,2026-06-12T16:05:01.297490,14,,,0.0,0.0,1,0,0,0,,,,,,,
KW-0578,hotel F&B manager,Brisbane,,"""new opening"" hotel F&B manager Brisbane",,"Generator: template=T7, risk=medium",Discovery,high,New,Yes,2026-05-29T16:06:12.871004,2026-06-12T16:06:12.871004,14,,,0.0,0.0,1,0,0,0,,,,,,,
KW-0579,pub group,Perth,,"""new opening"" pub group Perth",,"Generator: template=T7, risk=medium",Discovery,high,New,Yes,2026-05-29T16:04:53.453736,2026-06-12T16:04:53.453736,14,,,0.0,0.0,1,0,0,0,,,,,,,
KW-0580,catering company,Gold Coast,,"""new opening"" catering company Gold Coast",,"Generator: template=T7, risk=medium",Discovery,high,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0581,event venue,Canberra,,"""new opening"" event venue Canberra",,"Generator: template=T7, risk=medium",Discovery,high,New,Yes,2026-05-29T16:05:24.689560,2026-06-12T16:05:24.689560,14,,,0.0,0.0,1,0,0,0,,,,,,,
KW-0582,restaurant fit-out company,SA,,"""new opening"" restaurant fit-out company SA",,"Generator: template=T7, risk=medium",Discovery,high,New,Yes,2026-05-29T16:04:42.240484,2026-06-12T16:04:42.240484,14,,,0.0,0.0,1,0,0,0,,,,,,,
KW-0583,restaurant design company,Sunshine Coast,,"""new opening"" restaurant design company Sunshine Coast",,"Generator: template=T7, risk=medium",Discovery,high,New,Yes,2026-05-29T16:03:08.588771,2026-06-12T16:03:08.588771,14,,,0.0,0.0,1,0,0,0,,,,,,,
KW-0584,multi-location restaurant,Geelong,,"""new opening"" multi-location restaurant Geelong",,"Generator: template=T7, risk=medium",Discovery,high,New,Yes,2026-05-29T16:04:36.027981,2026-06-12T16:04:36.027981,14,,,0.0,0.0,1,0,0,0,,,,,,,
KW-0585,hospitality venue group,Townsville,,"""new opening"" hospitality venue group Townsville",,"Generator: template=T7, risk=medium",Discovery,high,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0586,hotel procurement manager,Cairns,,"""new opening"" hotel procurement manager Cairns",,"Generator: template=T7, risk=medium",Discovery,high,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0587,new restaurant opening,Toowoomba,,"""new opening"" new restaurant opening Toowoomba",,"Generator: template=T7, risk=medium",Discovery,high,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0588,restaurant equipment supplier,Barossa Valley,,"""new opening"" restaurant equipment supplier Barossa Valley",,"Generator: template=T7, risk=medium",Discovery,high,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0589,hotel FF&E supplier,Noosa,,"""new opening"" hotel FF&E supplier Noosa",,"Generator: template=T7, risk=medium",Discovery,high,Paused,,,,14,,,,,0,0,0,0,,,,,,,
KW-0590,restaurant group,Australia,,restaurant group Australia new opening contact,,"Generator: template=T8, risk=medium",Discovery,medium,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0591,restaurant owner,Australia,,restaurant owner Australia new opening email,,"Generator: template=T8, risk=medium",Discovery,medium,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0592,hotel group,Australia,,hotel group Australia new opening phone,,"Generator: template=T8, risk=medium",Discovery,medium,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0593,hotel F&B manager,Australia,,hotel F&B manager Australia new opening supplier registration,,"Generator: template=T8, risk=medium",Discovery,medium,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0594,pub group,Australia,,pub group Australia new opening become a supplier,,"Generator: template=T8, risk=medium",Discovery,medium,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0595,catering company,Australia,,catering company Australia new opening procurement,,"Generator: template=T8, risk=medium",Discovery,medium,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0596,event venue,Australia,,event venue Australia new opening request a quote,,"Generator: template=T8, risk=medium",Discovery,medium,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0597,multi-location restaurant,Australia,,multi-location restaurant Australia new venue become a supplier,,"Generator: template=T8, risk=medium",Discovery,medium,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0598,hospitality venue group,Australia,,hospitality venue group Australia new venue vendor application,,"Generator: template=T8, risk=medium",Discovery,medium,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0599,hotel procurement manager,Australia,,hotel procurement manager Australia new venue procurement,,"Generator: template=T8, risk=medium",Discovery,medium,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0600,restaurant group,Australia,,"restaurant group Australia ""contact"" -jobs -careers",,"Generator: template=T10, risk=low",Discovery,medium,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0601,restaurant owner,Australia,,"restaurant owner Australia ""email"" -jobs -careers",,"Generator: template=T10, risk=low",Discovery,medium,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0602,hotel group,Australia,,"hotel group Australia ""phone"" -jobs -careers",,"Generator: template=T10, risk=low",Discovery,medium,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0603,pub group,Australia,,"pub group Australia ""become a supplier"" -jobs -careers",,"Generator: template=T10, risk=low",Discovery,medium,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0604,catering company,Australia,,"catering company Australia ""procurement"" -jobs -careers",,"Generator: template=T10, risk=low",Discovery,medium,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0605,event venue,Australia,,"event venue Australia ""request a quote"" -jobs -careers",,"Generator: template=T10, risk=low",Discovery,medium,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0606,multi-location restaurant,Sydney,,"multi-location restaurant Sydney ""become a supplier"" -jobs -careers",,"Generator: template=T10, risk=low",Discovery,medium,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0607,hospitality venue group,Sydney,,"hospitality venue group Sydney ""vendor application"" -jobs -careers",,"Generator: template=T10, risk=low",Discovery,medium,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0608,restaurant group,Australia,,restaurant group Australia supplier contact,,"Generator: template=T11, risk=low",Discovery,high,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0609,restaurant owner,Sydney,,restaurant owner Sydney supplier contact,,"Generator: template=T11, risk=low",Discovery,high,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0610,hotel group,Melbourne,,hotel group Melbourne supplier contact,,"Generator: template=T11, risk=low",Discovery,high,New,Yes,2026-05-29T16:06:15.081345,2026-06-12T16:06:15.081345,14,,,0.0,0.0,1,0,0,0,,,,,,,
KW-0611,pub group,Perth,,pub group Perth supplier contact,,"Generator: template=T11, risk=low",Discovery,high,New,Yes,2026-05-29T16:06:01.563467,2026-06-12T16:06:01.563467,14,,,0.0,0.0,1,0,0,0,,,,,,,
KW-0612,brewery venue,Adelaide,,restaurant equipment supplier Australia new venue team page,,"Generator: template=T11, risk=low",Discovery,high,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0613,aged care food service,Hobart,,hotel FF&E supplier Australia expansion contact,,"Generator: template=T11, risk=low",Discovery,high,Paused,,,,14,,,,,0,0,0,0,,,,,,,
KW-0614,restaurant supply chain,Launceston,,owner hotel F&B manager Brisbane email OR phone OR contact,,"Generator: template=T11, risk=low",Discovery,high,Testing,Yes,2026-06-01 17:19,,14,,,,,0,0,0,0,,,,,,,
KW-0615,ghost kitchen operator,Alice Springs,,owner pub group Perth email OR phone OR contact,,"Generator: template=T11, risk=low",Discovery,high,Testing,Yes,2026-06-01 17:19,,14,,,,,0,0,0,0,,,,,,,
KW-0616,restaurant furniture supplier,Hunter Valley,,owner event venue Canberra email OR phone OR contact,,"Generator: template=T11, risk=low",Discovery,high,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0617,brewery venue,Adelaide,,owner hotel procurement manager Cairns email OR phone OR contact,,"Generator: template=T12, risk=low",Discovery,high,New,Yes,2026-05-29T16:05:10.831498,2026-06-12T16:05:10.831498,14,,,0.0,0.0,1,0,0,0,,,,,,,
KW-0618,cafe chain,Newcastle,,owner restaurant equipment supplier Barossa Valley email OR phone OR contact,,"Generator: template=T12, risk=low",Discovery,high,New,Yes,2026-05-29T16:06:10.943048,2026-06-12T16:06:10.943048,14,,,0.0,0.0,1,0,0,0,,,,,,,
KW-0619,resort F&B,VIC,,owner hotel FF&E supplier Noosa email OR phone OR contact,,"Generator: template=T12, risk=low",Discovery,high,Paused,Yes,2026-05-29T15:59:44.064344,2026-06-12T15:59:44.064344,14,,,0.0,0.0,1,0,0,0,,,,,,,
KW-0620,hospitality technology supplier,Port Douglas,,"hotel F&B manager Australia ""supplier registration"" -jobs -careers",,"Generator: template=T12, risk=low",Discovery,high,New,Yes,2026-05-29T16:04:57.241697,2026-06-12T16:04:57.241697,14,,,0.0,0.0,1,0,0,0,,,,,,,
KW-0621,aged care food service,Hobart,,"restaurant fit-out company Sydney ""phone"" -jobs -careers",,"Generator: template=T13, risk=low",Discovery,high,New,Yes,2026-05-29T16:04:10.286947,2026-06-12T16:04:10.286947,14,,,0.0,0.0,1,0,0,0,,,,,,,
KW-0622,corporate catering,Darwin,,"restaurant design company Sydney ""supplier registration"" -jobs -careers",,"Generator: template=T13, risk=low",Discovery,high,New,Yes,2026-05-29T16:03:10.471248,2026-06-12T16:03:10.471248,14,,,0.0,0.0,1,0,0,0,,,,,,,
KW-0623,winery restaurant,NSW,,"hotel procurement manager Sydney ""procurement"" -jobs -careers",,"Generator: template=T13, risk=low",Discovery,high,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0624,resort F&B,VIC,,"new restaurant opening Sydney ""request a quote"" -jobs -careers",,"Generator: template=T13, risk=low",Discovery,high,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0625,restaurant group,Australia,,restaurant group Australia procurement team,,"Generator: template=T12, risk=low",Discovery,high,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0626,restaurant group,Australia,,restaurant group Australia purchasing department email,,"Generator: template=T13, risk=low",Discovery,high,New,Yes,2026-05-29T16:03:33.043593,2026-06-12T16:03:33.043593,14,,,0.0,0.0,1,0,0,0,,,,,,,
KW-0627,hotel group,Australia,,hotel group Australia supplier contact,,"Generator: template=T11, risk=low",Discovery,high,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0628,hotel group,Australia,,hotel group Australia procurement team,,"Generator: template=T12, risk=low",Discovery,high,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0629,hotel group,Australia,,hotel group Australia purchasing department email,,"Generator: template=T13, risk=low",Discovery,high,New,Yes,2026-05-29T16:05:36.267761,2026-06-12T16:05:36.267761,14,,,0.0,0.0,1,0,0,0,,,,,,,
KW-0630,restaurant group,Australia,,owner restaurant group Australia email OR phone OR contact,,"Generator: template=T9, risk=medium",Discovery,high,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0631,restaurant group,Australia,,restaurant group Australia new opening supplier needed,,"Generator: template=T14, risk=medium",Discovery,high,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0632,hotel F&B manager,Australia,,hotel F&B manager Australia supplier contact,,"Generator: template=T11, risk=low",Discovery,high,New,Yes,2026-05-29T15:59:41.945185,2026-06-12T15:59:41.945185,14,,,0.0,0.0,1,0,0,0,,,,,,,
KW-0633,hotel F&B manager,Australia,,hotel F&B manager Australia procurement team,,"Generator: template=T12, risk=low",Discovery,high,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0634,hotel F&B manager,Australia,,hotel F&B manager Australia purchasing department email,,"Generator: template=T13, risk=low",Discovery,high,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0635,hotel group,Australia,,hotel group owner Australia,,"Generator: template=T2, risk=medium",Discovery,high,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0636,hotel group,Australia,,"""owner"" ""hotel group"" Australia",,"Generator: template=T4, risk=medium",Discovery,high,New,Yes,2026-05-29T16:05:19.274119,2026-06-12T16:05:19.274119,14,,,0.0,0.0,1,0,0,0,,,,,,,
KW-0637,hotel group,Australia,,"""new opening"" hotel group Australia",,"Generator: template=T7, risk=medium",Discovery,high,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0638,hotel group,Australia,,hotel group Australia new opening supplier needed,,"Generator: template=T14, risk=medium",Discovery,high,New,Yes,2026-05-29T16:04:34.257860,2026-06-12T16:04:34.257860,14,,,0.0,0.0,1,0,0,0,,,,,,,
KW-0639,hotel F&B manager,Australia,,hotel F&B manager owner Australia,,"Generator: template=T2, risk=medium",Discovery,high,New,Yes,2026-05-29T16:03:29.131549,2026-06-12T16:03:29.131549,14,,,0.0,0.0,1,0,0,0,,,,,,,
KW-0640,hotel F&B manager,Australia,,"""owner"" ""hotel F&B manager"" Australia",,"Generator: template=T4, risk=medium",Discovery,high,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0641,hotel F&B manager,Australia,,"""new opening"" hotel F&B manager Australia",,"Generator: template=T7, risk=medium",Discovery,high,New,,,,14,,,,,0,0,0,0,,,,,,,
KW-0642,hotel F&B manager,Australia,,owner hotel F&B manager Australia email OR phone OR contact,,"Generator: template=T9, risk=medium",Discovery,high,New,Yes,2026-05-29T16:06:43.562252,2026-06-12T16:06:43.562252,14,,,0.0,0.0,1,0,0,0,,,,,,,
KW-0643,hotel F&B manager,Australia,,hotel F&B manager Australia new opening supplier needed,,"Generator: template=T14, risk=medium",Discovery,high,New,,,,14,,,,,0,0,0,0,,,,,,,
